"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","2","54172","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 54172 Social science and humanities research","National, NAICS 5-digit -- by ownership sector","All establishment sizes",7,60,60,60,860064,92923,93,1103,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-12.5,-5,-7.7,-7,-10.4,-3,-4.8,12017,1.4,-6196,-6.3,-6,-6.1,99,9.9
"US000","2","541720","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 541720 Social science and humanities research","National, NAICS 6-digit -- by ownership sector","All establishment sizes",7,60,60,60,860064,92923,93,1103,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-12.5,-5,-7.7,-7,-10.4,-3,-4.8,12017,1.4,-6196,-6.3,-6,-6.1,99,9.9
"US000","2","5418","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5418 Advertising, pr, and related services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",5,27,28,24,489357,9000,144,1429,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",3,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","54182","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 54182 Public relations agencies","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","541820","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 541820 Public relations agencies","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","54185","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 54185 Outdoor advertising","National, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",3,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","541850","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 541850 Outdoor advertising","National, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",3,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5419","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5419 Other professional and technical services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",16,275,275,265,3683810,18462,498,1043,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-5.9,30,12.2,6,2.2,-1,-0.4,180297,5.1,0,0.0,36,7.8,6,0.6
"US000","2","54191","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 54191 Marketing research and public opinion polling","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","541910","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 541910 Marketing research and public opinion polling","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","54194","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 54194 Veterinary services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",11,251,251,241,3198587,0,0,993,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-8.3,31,14.1,7,2.9,-1,-0.4,190493,6.3,0,0.0,0,0.0,10,1.0
"US000","2","541940","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 541940 Veterinary services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",11,251,251,241,3198587,0,0,993,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-8.3,31,14.1,7,2.9,-1,-0.4,190493,6.3,0,0.0,0,0.0,10,1.0
"US000","2","54199","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 54199 All other professional and technical services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","541990","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 541990 All other professional and technical services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56","14","0","2020","1","","U.S. TOTAL","State Government","NAICS 56 Administrative and waste services","National, NAICS Sector -- by ownership sector","All establishment sizes",538,9268,9267,9200,124764013,11768418,106095,1038,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-160,-1.7,-264,-2.8,-327,-3.4,2842948,2.3,396628,3.5,14107,15.3,50,5.1
"US000","2","561","15","0","2020","1","","U.S. TOTAL","State Government","NAICS 561 Administrative and support services","National, NAICS 3-digit -- by ownership sector","All establishment sizes",529,8899,8904,8838,118655805,9210949,65222,1028,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-196,-2.2,-298,-3.2,-334,-3.6,2502767,2.2,231739,2.6,16376,33.5,52,5.3
"US000","2","5611","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5611 Office administrative services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",14,151,166,169,3489022,0,0,1657,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-12.5,-25,-14.2,-5,-2.9,0,0.0,23163,0.7,0,0.0,0,0.0,107,6.9
"US000","2","56111","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56111 Office administrative services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",14,151,166,169,3489022,0,0,1657,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-12.5,-25,-14.2,-5,-2.9,0,0.0,23163,0.7,0,0.0,0,0.0,107,6.9
"US000","2","561110","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561110 Office administrative services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",14,151,166,169,3489022,0,0,1657,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-12.5,-25,-14.2,-5,-2.9,0,0.0,23163,0.7,0,0.0,0,0.0,107,6.9
"US000","2","5612","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5612 Facilities support services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",11,958,951,982,16333150,336875,3368,1304,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56121","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56121 Facilities support services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",11,958,951,982,16333150,336875,3368,1304,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561210","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561210 Facilities support services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",11,958,951,982,16333150,336875,3368,1304,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5613","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5613 Employment services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",419,3823,3796,3790,51719899,6563169,51425,1046,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-2,-0.1,-35,-0.9,-63,-1.6,1585437,3.2,97328,1.5,16965,49.2,41,4.1
"US000","2","56131","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56131 Employment placement and executive search","National, NAICS 5-digit -- by ownership sector","All establishment sizes",419,3823,3796,3790,51719899,6563169,51425,1046,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-2,-0.1,-35,-0.9,-63,-1.6,1585437,3.2,97328,1.5,16965,49.2,41,4.1
"US000","2","561311","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561311 Employment placement agencies","National, NAICS 6-digit -- by ownership sector","All establishment sizes",419,3823,3796,3790,51719899,6563169,51425,1046,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-2,-0.1,-35,-0.9,-63,-1.6,1585437,3.2,97328,1.5,16965,49.2,41,4.1
"US000","2","5614","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5614 Business support services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",11,1229,1229,1217,12630611,0,0,793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-272,-18.1,-268,-17.9,-258,-17.5,-1148895,-8.3,0,0.0,0,0.0,82,11.5
"US000","2","56142","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56142 Telephone call centers","National, NAICS 5-digit -- by ownership sector","All establishment sizes",11,1229,1229,1217,12630611,0,0,793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561421","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561421 Telephone answering services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561422","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561422 Telemarketing and other contact centers","National, NAICS 6-digit -- by ownership sector","All establishment sizes",10,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5615","16","0","2020","1","N","U.S. TOTAL","State Government","NAICS 5615 Travel arrangement and reservation services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56159","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56159 Other travel arrangement services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561591","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561591 Convention and visitors bureaus","National, NAICS 6-digit -- by ownership sector","All establishment sizes",6,22,22,22,262488,0,0,918,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561599","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561599 All other travel arrangement services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5616","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5616 Investigation and security services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",5,152,147,149,1691447,692310,6923,871,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,3,2.0,-3,-2.0,0,0.0,33390,2.0,5499,0.8,55,0.8,17,2.0
"US000","2","56161","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56161 Security and armored car services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",5,152,147,149,1691447,692310,6923,871,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,3,2.0,-3,-2.0,0,0.0,33390,2.0,5499,0.8,55,0.8,17,2.0
"US000","2","561611","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561611 Investigation services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561612","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561612 Security guards and patrol services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5617","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 5617 Services to buildings and dwellings","National, NAICS 4-digit -- by ownership sector","All establishment sizes",59,2129,2131,2135,26311603,1563916,3129,949,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,1.7,46,2.2,29,1.4,33,1.6,724307,2.8,28490,1.9,-1478,-32.1,10,1.1
"US000","2","56171","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56171 Exterminating and pest control services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",15,120,118,115,1563916,1563916,3129,1022,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,7.1,4,3.4,-1,-0.8,2,1.8,28490,1.9,28490,1.9,-1478,-32.1,4,0.4
"US000","2","561710","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561710 Exterminating and pest control services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",15,120,118,115,1563916,1563916,3129,1022,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,7.1,4,3.4,-1,-0.8,2,1.8,28490,1.9,28490,1.9,-1478,-32.1,4,0.4
"US000","2","56172","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 56172 Janitorial services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",40,1177,1181,1181,15386510,0,0,1003,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,42,3.7,35,3.1,32,2.8,843371,5.8,0,0.0,0,0.0,25,2.6
"US000","2","561720","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 561720 Janitorial services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",40,1177,1181,1181,15386510,0,0,1003,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,42,3.7,35,3.1,32,2.8,843371,5.8,0,0.0,0,0.0,25,2.6
"US000","2","56173","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56173 Landscaping services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561730","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561730 Landscaping services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56179","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56179 Other services to buildings and dwellings","National, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561790","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561790 Other services to buildings and dwellings","National, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5619","16","0","2020","1","N","U.S. TOTAL","State Government","NAICS 5619 Other support services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56192","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56192 Convention and trade show organizers","National, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","561920","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 561920 Convention and trade show organizers","National, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","562","15","0","2020","1","","U.S. TOTAL","State Government","NAICS 562 Waste management and remediation services","National, NAICS 3-digit -- by ownership sector","All establishment sizes",9,369,363,362,6108208,2557469,40873,1288,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-10.0,36,10.8,34,10.3,7,2.0,340181,5.9,164889,6.9,-2269,-5.3,-21,-1.6
"US000","2","5622","16","0","2020","1","N","U.S. TOTAL","State Government","NAICS 5622 Waste treatment and disposal","National, NAICS 4-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56221","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56221 Waste treatment and disposal","National, NAICS 5-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","562212","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 562212 Solid waste landfill","National, NAICS 6-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","5629","16","0","2020","1","N","U.S. TOTAL","State Government","NAICS 5629 Remediation and other waste services","National, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","56291","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 56291 Remediation services","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","562910","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 562910 Remediation services","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","61","14","0","2020","1","","U.S. TOTAL","State Government","NAICS 61 Educational services","National, NAICS Sector -- by ownership sector","All establishment sizes",7885,1979407,2052227,2056893,33053455080,1077715890,1486159,1253,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-27,-0.3,34951,1.8,22447,1.1,14940,0.7,1444522147,4.6,14132341,1.3,-711965,-32.4,41,3.4
"US000","2","611","15","0","2020","1","","U.S. TOTAL","State Government","NAICS 611 Educational services","National, NAICS 3-digit -- by ownership sector","All establishment sizes",7885,1979407,2052227,2056893,33053455080,1077715890,1486159,1253,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-27,-0.3,34951,1.8,22447,1.1,14940,0.7,1444522147,4.6,14132341,1.3,-711965,-32.4,41,3.4
"US000","2","6111","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6111 Elementary and secondary schools","National, NAICS 4-digit -- by ownership sector","All establishment sizes",886,62327,64654,64405,792617536,29014165,78045,956,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,-230,-0.4,64,0.1,31,0.0,41695070,5.6,1452807,5.3,-11691,-13.0,51,5.6
"US000","2","61111","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 61111 Elementary and secondary schools","National, NAICS 5-digit -- by ownership sector","All establishment sizes",886,62327,64654,64405,792617536,29014165,78045,956,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,-230,-0.4,64,0.1,31,0.0,41695070,5.6,1452807,5.3,-11691,-13.0,51,5.6
"US000","2","611110","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 611110 Elementary and secondary schools","National, NAICS 6-digit -- by ownership sector","All establishment sizes",886,62327,64654,64405,792617536,29014165,78045,956,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,-230,-0.4,64,0.1,31,0.0,41695070,5.6,1452807,5.3,-11691,-13.0,51,5.6
"US000","2","6112","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6112 Junior colleges","National, NAICS 4-digit -- by ownership sector","All establishment sizes",826,213517,233192,235674,2265214287,153245361,255842,766,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.0,1923,0.9,-1703,-0.7,-3777,-1.6,59451351,2.7,4868511,3.3,-88652,-25.7,24,3.2
"US000","2","61121","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 61121 Junior colleges","National, NAICS 5-digit -- by ownership sector","All establishment sizes",826,213517,233192,235674,2265214287,153245361,255842,766,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.0,1923,0.9,-1703,-0.7,-3777,-1.6,59451351,2.7,4868511,3.3,-88652,-25.7,24,3.2
"US000","2","611210","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 611210 Junior colleges","National, NAICS 6-digit -- by ownership sector","All establishment sizes",826,213517,233192,235674,2265214287,153245361,255842,766,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.0,1923,0.9,-1703,-0.7,-3777,-1.6,59451351,2.7,4868511,3.3,-88652,-25.7,24,3.2
"US000","2","6113","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6113 Colleges and universities","National, NAICS 4-digit -- by ownership sector","All establishment sizes",5817,1689126,1739170,1741242,29841023466,886227769,1143502,1332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-54,-0.9,32863,2.0,23881,1.4,18452,1.1,1329784879,4.7,7593361,0.9,-611890,-34.9,40,3.1
"US000","2","61131","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 61131 Colleges and universities","National, NAICS 5-digit -- by ownership sector","All establishment sizes",5817,1689126,1739170,1741242,29841023466,886227769,1143502,1332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-54,-0.9,32863,2.0,23881,1.4,18452,1.1,1329784879,4.7,7593361,0.9,-611890,-34.9,40,3.1
"US000","2","611310","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 611310 Colleges and universities","National, NAICS 6-digit -- by ownership sector","All establishment sizes",5817,1689126,1739170,1741242,29841023466,886227769,1143502,1332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-54,-0.9,32863,2.0,23881,1.4,18452,1.1,1329784879,4.7,7593361,0.9,-611890,-34.9,40,3.1
"US000","2","6114","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6114 Business, computer and management training","National, NAICS 4-digit -- by ownership sector","All establishment sizes",21,2017,2034,2028,34710096,0,0,1318,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,31.2,473,30.6,490,31.7,468,30.0,12924819,59.3,0,0.0,0,0.0,236,21.8
"US000","2","61143","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 61143 Management training","National, NAICS 5-digit -- by ownership sector","All establishment sizes",21,2017,2034,2028,34710096,0,0,1318,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,31.2,473,30.6,490,31.7,468,30.0,12924819,59.3,0,0.0,0,0.0,236,21.8
"US000","2","611430","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 611430 Management training","National, NAICS 6-digit -- by ownership sector","All establishment sizes",21,2017,2034,2028,34710096,0,0,1318,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,31.2,473,30.6,490,31.7,468,30.0,12924819,59.3,0,0.0,0,0.0,236,21.8
"US000","2","6115","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6115 Technical and trade schools","National, NAICS 4-digit -- by ownership sector","All establishment sizes",284,11312,11857,12237,107330617,8668989,5211,700,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,121,1.1,-46,-0.4,17,0.1,3091158,3.0,159329,1.9,47,0.9,19,2.8
"US000","2","61151","17","0","2020","1","","U.S. TOTAL","State Government","NAICS 61151 Technical and trade schools","National, NAICS 5-digit -- by ownership sector","All establishment sizes",284,11312,11857,12237,107330617,8668989,5211,700,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,121,1.1,-46,-0.4,17,0.1,3091158,3.0,159329,1.9,47,0.9,19,2.8
"US000","2","611512","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 611512 Flight training","National, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","611513","18","0","2020","1","N","U.S. TOTAL","State Government","NAICS 611513 Apprenticeship training","National, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","611519","18","0","2020","1","","U.S. TOTAL","State Government","NAICS 611519 Other technical and trade schools","National, NAICS 6-digit -- by ownership sector","All establishment sizes",279,10876,11404,11775,102861611,6063713,0,697,"",1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,"",3,1.1,107,1.0,-38,-0.3,7,0.1,3006990,3.0,135961,2.3,0,0.0,19,2.8
"US000","2","6116","16","0","2020","1","","U.S. TOTAL","State Government","NAICS 6116 Other schools and instruction","National, NAICS 4-digit -- by ownership sector","All establishment sizes",28,976,1186,1175,10932931,94517,879,756,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-3.4,-199,-16.9,-239,-16.8,-252,-17.7,-2407697,-18.0,13920,17.3,139,18.8,-8,-1.0
"US000","2","61161","17","0","2020","1","N","U.S. TOTAL","State Government","NAICS 61161 Fine arts schools","National, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
